5.450200000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378637e+00	1.065376378637e+00	0.000000000000e+00
5.635000000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
5.826000000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378637e+00	1.065376378637e+00	0.000000000000e+00
6.023400000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
6.227600000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
6.438700000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
6.656900000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
6.882600000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
7.115900000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
7.357100000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
7.606400000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
7.864200000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
8.130800000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
8.406400000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
8.691300000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
8.985900000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
9.290500000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
9.605400000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
9.931000000000e-06	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
1.026800000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
1.061600000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376378637e+00	1.065376378637e+00	0.000000000000e+00
1.097500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
1.134700000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
1.173200000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376378642e+00	1.065376378642e+00	0.000000000000e+00
1.213000000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376378640e+00	1.065376378640e+00	0.000000000000e+00
1.254100000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376265565e+00	1.065376378640e+00	0.000000000000e+00
1.296600000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376265565e+00	1.065376378640e+00	0.000000000000e+00
1.340500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376265568e+00	1.065376378640e+00	0.000000000000e+00
1.386000000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376265565e+00	1.065376378640e+00	0.000000000000e+00
1.433000000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376265565e+00	1.065376265565e+00	0.000000000000e+00
1.481500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376155289e+00	1.065376265565e+00	0.000000000000e+00
1.531700000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376155284e+00	1.065376265565e+00	0.000000000000e+00
1.583700000000e-05	1.000000000000e+00	0.000000000000e+00	1.065376043692e+00	1.065376155286e+00	0.000000000000e+00
1.637300000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065376043692e+00	0.000000000000e+00
1.692800000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065376043692e+00	0.000000000000e+00
1.750200000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065376043692e+00	0.000000000000e+00
1.809500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065375933267e+00	0.000000000000e+00
1.870900000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065375933267e+00	0.000000000000e+00
1.934300000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065375933267e+00	0.000000000000e+00
1.999900000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375933267e+00	1.065375933267e+00	0.000000000000e+00
2.067600000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375823134e+00	1.065375933267e+00	0.000000000000e+00
2.137700000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375597535e+00	1.065375933265e+00	0.000000000000e+00
2.210200000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375597533e+00	1.065375823132e+00	0.000000000000e+00
2.285100000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375484163e+00	1.065375823134e+00	0.000000000000e+00
2.362500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375153276e+00	1.065375484163e+00	0.000000000000e+00
2.442600000000e-05	1.000000000000e+00	0.000000000000e+00	1.065375153276e+00	1.065375484160e+00	0.000000000000e+00
2.525400000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374826910e+00	1.065375371384e+00	0.000000000000e+00
2.611000000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374826910e+00	1.065375153276e+00	0.000000000000e+00
2.699500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374716921e+00	1.065375153279e+00	0.000000000000e+00
2.791000000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374602194e+00	1.065374826908e+00	0.000000000000e+00
2.885600000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374602192e+00	1.065374716921e+00	0.000000000000e+00
2.983400000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374383214e+00	1.065374716921e+00	0.000000000000e+00
3.084600000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374163220e+00	1.065374602192e+00	0.000000000000e+00
3.189100000000e-05	1.000000000000e+00	0.000000000000e+00	1.065374163218e+00	1.065374602194e+00	0.000000000000e+00
3.297200000000e-05	9.999945345335e-01	0.000000000000e+00	1.065373937648e+00	1.065374383212e+00	0.000000000000e+00
3.409000000000e-05	9.999945345335e-01	0.000000000000e+00	1.065373823680e+00	1.065374163220e+00	0.000000000000e+00
3.524500000000e-05	9.999945345335e-01	0.000000000000e+00	1.065373709854e+00	1.065374051771e+00	0.000000000000e+00
3.644000000000e-05	1.000000000000e+00	0.000000000000e+00	1.065373375791e+00	1.065373823680e+00	0.000000000000e+00
3.767500000000e-05	1.000000000000e+00	0.000000000000e+00	1.065372705930e+00	1.065373823677e+00	0.000000000000e+00
3.895200000000e-05	1.000000000000e+00	0.000000000000e+00	1.065372595067e+00	1.065373597669e+00	0.000000000000e+00
4.027200000000e-05	1.000000000000e+00	0.000000000000e+00	1.065372369505e+00	1.065373153393e+00	0.000000000000e+00
4.163700000000e-05	1.000000000000e+00	0.000000000000e+00	1.065371918313e+00	1.065372705930e+00	0.000000000000e+00
